mean_flow_cfs,median_flow_cfs,q5_high_cfs,q95_low_cfs,q5_q95_ratio,cv,iqr_cfs,high_flow_frequency_days_yr,high_flow_duration_days,q_peak_to_mean,low_flow_frequency_days_yr,low_flow_duration_days,baseflow_index_simple,zero_flow_fraction,peak_month,seasonality_index,rising_limb_density,flashiness_index,mean_recession_constant
2136.3152659914226,1620.0,514.9,5411.000000000004,0.09515801145814076,1.024969146655428,1460.0,22.83020804817958,14.323684210526316,6.915132546670555,1.633109772789488,7.0,0.7680775387968679,0.0,2,0.14622670870827895,0.29473492106944066,0.18209311606300374,0.07989905615189372
