date,total_cfs,baseflow_lh_cfs,baseflow_eckhardt_cfs,quickflow_lh_cfs
1995-02-10,2260.0,2192.625,2154.6296296296296,67.375
1995-02-11,2290.0,2198.803125,2124.756515775034,91.196875
1995-02-12,2210.0,2202.642890625,2091.7235050551235,7.357109375000007
1995-02-13,2130.0,2130.0,2055.823180512982,0.0
1995-02-14,2090.0,2090.0,2020.2839971321505,0.0
1995-02-15,2150.0,2092.25,1992.479923323618,57.75
1995-02-16,6120.0,2245.45625,2261.324374867728,3874.54375
1995-02-17,8810.0,2636.92203125,2704.5350808984945,6173.07796875
1995-02-18,8080.0,3072.5278789062495,3052.6336845190044,5007.4721210937505
1995-02-19,7200.0,3415.08828798828,3303.3157507672445,3784.91171201172
1995-02-20,5230.0,3625.081666389159,3384.8605886591663,1604.9183336108408
1995-02-21,4030.0,3700.450541409972,3369.9660897092435,329.5494585900278
1995-02-22,3480.0,3480.0,3315.709970291721,0.0
1995-02-23,3250.0,3250.0,3249.440528598043,0.0
1995-02-24,3080.0,3080.0,3080.0,0.0
1995-02-25,2900.0,2900.0,2900.0,0.0
1995-02-26,2780.0,2780.0,2780.0,0.0
1995-02-27,2730.0,2730.0,2724.814814814815,0.0
1995-02-28,3250.0,2749.5,2713.2578875171466,500.5
1995-03-01,4430.0,2831.2875,2790.1784534877816,1598.7125
1995-03-02,4090.0,2938.4409374999996,2834.7915596463204,1151.5590625000002
1995-03-03,3520.0,3003.4328671875,2833.0516004198093,516.5671328125002
1995-03-04,3430.0,3038.800402148437,2824.80608186242,391.1995978515627
1995-03-05,3270.0,3062.1403719873047,2805.472185393677,207.8596280126955
1995-03-06,3400.0,3082.604844088257,2797.558094153522,317.39515591174336
1995-03-07,3400.0,3106.4094807816373,2790.3767891393068,293.5905192183626
1995-03-08,7500.0,3282.1787697230147,3087.56412347826,4217.821230276985
1995-03-09,8480.0,3635.2653619937882,3429.8267046376805,4844.734638006212
1995-03-10,6890.0,3938.9954598442537,3622.62052828234,2951.0045401557463
1995-03-11,5290.0,4100.320800355934,3679.0445534413825,1189.6791996440656
1995-03-12,4170.0,4147.546740329239,3647.281168863476,22.453259670760872
1995-03-13,3770.0,3770.0,3588.829208783525,0.0
1995-03-14,3520.0,3520.0,3517.270948710976,0.0
1995-03-15,3350.0,3350.0,3350.0,0.0
1995-03-16,3220.0,3220.0,3220.0,0.0
1995-03-17,3110.0,3110.0,3110.0,0.0
1995-03-18,3000.0,3000.0,3000.0,0.0
1995-03-19,2900.0,2900.0,2900.0,0.0
1995-03-20,2810.0,2810.0,2810.0,0.0
1995-03-21,2990.0,2816.75,2771.296296296296,173.25
1995-03-22,2890.0,2825.99375,2728.7688614540466,64.00625
1995-03-23,2730.0,2730.0,2678.3273002083015,0.0
1995-03-24,2640.0,2640.0,2625.8895872260514,0.0
1995-03-25,2550.0,2550.0,2550.0,0.0
1995-03-26,2480.0,2480.0,2480.0,0.0
1995-03-27,2570.0,2483.375,2440.740740740741,86.625
1995-03-28,2560.0,2489.496875,2404.37585733882,70.503125
1995-03-29,2440.0,2440.0,2362.489203881522,0.0
1995-03-30,2370.0,2370.0,2319.2957590776773,0.0
1995-03-31,2330.0,2330.0,2277.1387443482627,0.0
1995-04-01,2260.0,2260.0,2233.6999717234235,0.0
1995-04-02,2240.0,2240.0,2192.8018261934767,0.0
1995-04-03,2180.0,2180.0,2151.2461015459326,0.0
1995-04-04,2150.0,2150.0,2111.315906958346,0.0
1995-04-05,2080.0,2080.0,2069.897767425166,0.0
1995-04-06,2090.0,2080.375,2033.0553815524652,9.625
1995-04-07,2070.0,2070.0,1998.1428462235335,0.0
1995-04-08,2030.0,2030.0,1963.4999900917246,0.0
1995-04-09,1980.0,1980.0,1928.3611021202685,0.0
1995-04-10,1970.0,1970.0,1895.7350741461696,0.0
1995-04-11,1930.0,1930.0,1863.1670117252281,0.0
1995-04-12,2000.0,1932.625,1838.799695824744,67.375
1995-04-13,2160.0,1943.678125,1828.5404647298603,216.321875
1995-04-14,2010.0,1954.277265625,1808.1200513289473,55.722734375000016
1995-04-15,1880.0,1880.0,1779.9607873170078,0.0
1995-04-16,1840.0,1840.0,1751.44589960247,0.0
1995-04-17,1830.0,1830.0,1724.8305385281674,0.0
1995-04-18,1860.0,1831.125,1702.9017849607446,28.875
1995-04-19,1820.0,1820.0,1680.0405085754903,0.0
1995-04-20,1830.0,1820.375,1660.0367577814634,9.625
1995-04-21,1900.0,1823.721875,1647.070391320217,76.278125
1995-04-22,1860.0,1827.942734375,1632.3416513831598,32.057265625
1995-04-23,1910.0,1832.222029296875,1622.6803873662004,77.77797070312499
1995-04-24,2190.0,1848.5553770996094,1634.6544255730337,341.44462290039064
1995-04-25,1950.0,1865.1637238171386,1627.741978760716,84.83627618286135
1995-04-26,1780.0,1780.0,1608.8769807273163,0.0
1995-04-27,1720.0,1720.0,1587.3142973266388,0.0
1995-04-28,1680.0,1680.0,1564.7851957223206,0.0
1995-04-29,1650.0,1650.0,1542.1198998221057,0.0
1995-04-30,1630.0,1630.0,1520.0717609496887,0.0
1995-05-01,1630.0,1630.0,1500.06511641731,0.0
1995-05-02,2250.0,1653.25,1527.8368648971887,596.75
1995-05-03,2030.0,1689.75625,1536.7408588881895,340.24375
1995-05-04,1750.0,1704.77453125,1524.079668250394,45.225468750000005
1995-05-05,1700.0,1700.0,1508.8871063753575,0.0
1995-05-06,1630.0,1630.0,1489.9160780072689,0.0
1995-05-07,1550.0,1550.0,1466.7757004140033,0.0
1995-05-08,1530.0,1530.0,1444.2964688941881,0.0
1995-05-09,1530.0,1530.0,1423.8986477002818,0.0
1995-05-10,2550.0,1568.25,1480.9450692095152,981.75
1995-05-11,2310.0,1632.88125,1514.9316368753007,677.1187500000001
1995-05-12,1820.0,1665.2901562499999,1509.4750038312911,154.70984375000012
1995-05-13,1650.0,1650.0,1491.9310219950605,0.0
1995-05-14,1760.0,1654.125,1484.1596310695918,105.875
1995-05-15,1860.0,1665.815625,1484.5152207853705,194.184375
1995-05-16,1650.0,1650.0,1469.2823299719103,0.0
1995-05-17,1540.0,1540.0,1447.3117438634001,0.0
1995-05-18,1480.0,1480.0,1422.931026839011,0.0
1995-05-19,1590.0,1484.125,1408.9559317613248,105.875
1995-05-20,1590.0,1492.065625,1396.2748269686094,97.934375
1995-05-21,1450.0,1450.0,1374.3975281752198,0.0
1995-05-22,1360.0,1360.0,1347.8792385293664,0.0
1995-05-23,1340.0,1340.0,1322.3348645914618,0.0
1995-05-24,1290.0,1290.0,1290.0,0.0
1995-05-25,1250.0,1250.0,1250.0,0.0
1995-05-26,1230.0,1230.0,1225.3703703703702,0.0
1995-05-27,1340.0,1234.125,1211.1694101508915,105.875
1995-05-28,1560.0,1250.315625,1214.5796499517348,309.684375
1995-05-29,1870.0,1285.166953125,1240.6370897710187,584.833046875
1995-05-30,1890.0,1329.7794316406248,1265.763285162591,560.2205683593751
1995-05-31,1470.0,1356.045974267578,1257.4518698697586,113.954025732422
1995-06-01,2410.0,1399.8425261975096,1319.5396596966327,1010.1574738024904
1995-06-02,4880.0,1568.2293367326965,1558.841543058056,3311.7706632673035
1995-06-03,6240.0,1867.6121364777446,1876.7265853674958,4372.387863522255
1995-06-04,5070.0,2151.6662262419136,2078.511160796432,2918.3337737580864
1995-06-05,3200.0,2300.41625927377,2123.093460722688,899.5837407262302
1995-06-06,2940.0,2358.135039828237,2144.2885106557724,581.864960171763
1995-06-07,2810.0,2396.8999118411193,2153.8914263357938,413.1000881588808
1995-06-08,2340.0,2340.0,2127.790368341739,0.0
1995-06-09,2220.0,2220.0,2095.2171860878743,0.0
1995-06-10,2510.0,2230.875,2087.1415207093673,279.125
1995-06-11,2320.0,2244.684375,2065.7395280510923,75.31562500000001
1995-06-12,3280.0,2286.333046875,2117.430312490806,993.666953125
1995-06-13,3050.0,2352.233068359375,2147.2978761490645,697.766931640625
1995-06-14,2400.0,2380.1905882324218,2126.2517765056327,19.809411767578126
1995-06-15,2090.0,2090.0,2084.1914268291853,0.0
1995-06-16,1950.0,1950.0,1950.0,0.0
1995-06-17,1890.0,1890.0,1890.0,0.0
1995-06-18,1920.0,1891.125,1857.2222222222222,28.875
1995-06-19,1830.0,1830.0,1820.812757201646,0.0
1995-06-20,2470.0,1854.0,1835.1819463496417,616.0
1995-06-21,2020.0,1883.3249999999998,1814.887321687638,136.67500000000007
1995-06-22,2460.0,1910.075625,1829.064421531375,549.924375
1995-06-23,2180.0,1940.819953125,1821.1880862043959,239.18004687500007
1995-06-24,2100.0,1955.758456640625,1808.1151152595444,144.24154335937507
1995-06-25,2480.0,1980.826572392578,1824.4007527355125,499.17342760742196
1995-06-26,3220.0,2046.0145794631346,1893.9932756303724,1173.9854205368654
1995-06-27,3270.0,2135.9384860033997,1960.8457501090418,1134.0615139966005
1995-06-28,2280.0,2183.8680995531445,1948.1748473211674,96.13190044685552
1995-06-29,2070.0,2070.0,1921.1216207173554,0.0
1995-06-30,2490.0,2085.75,1927.6844336138965,404.25
1995-07-01,2780.0,2126.94375,1955.1210601311282,653.0562500000001
1995-07-02,2510.0,2165.79796875,1960.0172582671346,344.2020312500001
1995-07-03,3050.0,2211.86312109375,2004.4601047238812,838.1368789062501
1995-07-04,3920.0,2307.348387011719,2109.232317249448,1612.6516129882814
1995-07-05,2540.0,2376.5472579858397,2102.0811767633877,163.45274201416032
1995-07-06,2090.0,2090.0,2062.2588455815926,0.0
1995-07-07,1850.0,1850.0,1850.0,0.0
1995-07-08,1710.0,1710.0,1710.0,0.0
1995-07-09,1570.0,1570.0,1570.0,0.0
1995-07-10,1500.0,1500.0,1500.0,0.0
1995-07-11,1560.0,1502.25,1476.6666666666667,57.75
1995-07-12,1500.0,1500.0,1451.0493827160494,0.0
1995-07-13,1480.0,1480.0,1426.322588020119,0.0
1995-07-14,1360.0,1360.0,1360.0,0.0
1995-07-15,1390.0,1361.125,1337.037037037037,28.875
1995-07-16,1330.0,1330.0,1311.755829903978,0.0
1995-07-17,1330.0,1330.0,1288.8154752832395,0.0
1995-07-18,1310.0,1310.0,1266.517746090347,0.0
1995-07-19,1230.0,1230.0,1230.0,0.0
1995-07-20,1190.0,1190.0,1190.0,0.0
1995-07-21,1210.0,1190.75,1169.4444444444443,19.25
1995-07-22,1640.0,1208.31875,1182.6440329218105,431.68125
1995-07-23,1330.0,1229.06984375,1171.6584743179392,100.93015624999998
1995-07-24,1170.0,1170.0,1149.8382452144263,0.0
1995-07-25,1090.0,1090.0,1090.0,0.0
1995-07-26,1140.0,1091.875,1073.5185185185185,48.125
1995-07-27,1290.0,1101.109375,1069.6742112482852,188.890625
1995-07-28,1380.0,1118.651171875,1072.852525021592,261.348828125
1995-07-29,2740.0,1189.252333984375,1176.4772912232966,1550.747666015625
1995-07-30,1910.0,1274.4334089355468,1209.0256901841024,635.5665910644532
1995-07-31,1490.0,1306.3509032653808,1207.449237389278,183.6490967346192
1995-08-01,1620.0,1324.9995855204772,1215.648382075456,295.00041447952276
1995-08-02,1410.0,1339.2496166064414,1207.5327911425434,70.7503833935586
1995-08-03,1330.0,1330.0,1194.2427178886041,0.0
1995-08-04,1560.0,1338.625,1199.2202440100298,221.375
1995-08-05,1710.0,1360.853125,1214.8479991942863,349.146875
1995-08-06,1770.0,1389.289140625,1233.4731844540747,380.71085937500004
1995-08-07,1570.0,1410.3424550781249,1235.559000708327,159.65754492187506
1995-08-08,1900.0,1434.6917709472655,1261.8961302723708,465.3082290527344
1995-08-09,1910.0,1469.9648881262206,1286.5353774693735,440.0351118737794
1995-08-10,1640.0,1492.842521516754,1288.893212888876,147.15747848324594
1995-08-11,1780.0,1509.1293324029975,1301.4031005843503,270.87066759700247
1995-08-12,1870.0,1532.8196324727728,1319.4213320117253,337.1803675272273
1995-08-13,1510.0,1510.0,1309.1045420106398,0.0
1995-08-14,1350.0,1350.0,1287.891158491136,0.0
1995-08-15,1250.0,1250.0,1250.0,0.0
1995-08-16,1230.0,1230.0,1225.3703703703702,0.0
1995-08-17,1200.0,1200.0,1200.0,0.0
1995-08-18,1090.0,1090.0,1090.0,0.0
1995-08-19,1040.0,1040.0,1040.0,0.0
1995-08-20,2270.0,1086.125,1111.851851851852,1183.875
1995-08-21,1740.0,1155.0406249999999,1137.7914951989028,584.9593750000001
1995-08-22,1440.0,1187.662578125,1139.1070974953006,252.33742187500013
1995-08-23,1340.0,1202.837884765625,1132.893477356847,137.16211523437514
1995-08-24,1240.0,1209.375043408203,1119.8477850089907,30.624956591797
1995-08-25,1450.0,1219.5469151525876,1123.5655826933435,230.45308484741224
1995-08-26,2580.0,1279.2058965161436,1210.642843555071,1300.7941034838564
1995-08-27,11900.0,1726.2654542774326,1980.0277654481208,10173.734545722567
1995-08-28,14600.0,2590.5455452066253,2878.1733427214435,12009.454454793375
1995-08-29,11000.0,3356.2546293161286,3426.490625802792,7643.745370683871
1995-08-30,8140.0,3822.2855321174184,3712.1859382284592,4317.714467882582
1995-08-31,4620.0,4014.114117208612,3710.687240244343,605.8858827913882
1995-09-01,2790.0,2790.0,2790.0,0.0
1995-09-02,2480.0,2480.0,2480.0,0.0
1995-09-03,2190.0,2190.0,2190.0,0.0
1995-09-04,2010.0,2010.0,2010.0,0.0
1995-09-05,1880.0,1880.0,1880.0,0.0
1995-09-06,1840.0,1840.0,1840.0,0.0
1995-09-07,1800.0,1800.0,1800.0,0.0
1995-09-08,1660.0,1660.0,1660.0,0.0
1995-09-09,1570.0,1570.0,1570.0,0.0
1995-09-10,1720.0,1575.625,1552.037037037037,144.375
1995-09-11,1860.0,1591.703125,1546.10768175583,268.296875
1995-09-12,2400.0,1632.075390625,1580.7273408525125,767.924609375
1995-09-13,2090.0,1678.044736328125,1589.1785129957984,411.95526367187506
1995-09-14,1940.0,1703.3163811035156,1585.73605808878,236.68361889648446
1995-09-15,1740.0,1713.5676525207518,1567.7975341916708,26.432347479248136
1995-09-16,1760.0,1716.3000785816955,1553.0014662109604,43.69992141830453
1995-09-17,1950.0,1726.7025726880684,1553.6494785988345,223.2974273119317
1995-09-18,1860.0,1740.0748797364631,1547.5708231730168,119.92512026353683
1995-09-19,1650.0,1650.0,1526.4994506569967,0.0
1995-09-20,1570.0,1570.0,1501.453205225793,0.0
1995-09-21,1540.0,1540.0,1476.503834371553,0.0
1995-09-22,1500.0,1500.0,1450.9016274852981,0.0
1995-09-23,1530.0,1501.125,1429.8922175329556,28.875
1995-09-24,1560.0,1504.415625,1413.0503455391633,55.584375
1995-09-25,1510.0,1506.709453125,1394.0642024336853,3.290546875000004
1995-09-26,1480.0,1480.0,1374.6138133194552,0.0
1995-09-27,1440.0,1440.0,1354.0014231972834,0.0
1995-09-28,1380.0,1380.0,1330.8531432716093,0.0
1995-09-29,1310.0,1310.0,1304.6630374131269,0.0
1995-09-30,1280.0,1280.0,1278.6757191341335,0.0
1995-10-01,1290.0,1280.375,1255.8353747698618,9.625
1995-10-02,1290.0,1281.096875,1235.1098771059856,8.903125000000001
1995-10-03,1260.0,1260.0,1214.0811847813573,0.0
1995-10-04,5500.0,1419.0,1509.0736676719725,4081.0
1995-10-05,16500.0,2137.5750000000007,2591.566846591235,14362.425
1995-10-06,13000.0,3083.506874999999,3314.5699163513063,9916.493125
1995-10-07,10500.0,3733.4938593749994,3785.443072244704,6766.506140625001
1995-10-08,8530.0,4167.106819921874,4066.7909359257505,4362.893180078126
1995-10-09,5780.0,4391.198808427734,4118.384367784478,1388.8011915722664
1995-10-10,3290.0,3290.0,3290.0,0.0
1995-10-11,2870.0,2870.0,2870.0,0.0
1995-10-12,2630.0,2630.0,2630.0,0.0
1995-10-13,2470.0,2470.0,2470.0,0.0
1995-10-14,2950.0,2488.0,2459.814814814815,462.0
1995-10-15,3790.0,2554.15,2512.794924554184,1235.85
1995-10-16,3020.0,2617.96375,2503.8324315399077,402.0362499999999
1995-10-17,2600.0,2600.0,2464.5886878788056,0.0
1995-10-18,2400.0,2400.0,2400.0,0.0
1995-10-19,2290.0,2290.0,2290.0,0.0
1995-10-20,2200.0,2200.0,2200.0,0.0
1995-10-21,2140.0,2140.0,2140.0,0.0
1995-10-22,2060.0,2060.0,2060.0,0.0
1995-10-23,1950.0,1950.0,1950.0,0.0
1995-10-24,1940.0,1940.0,1913.1481481481483,0.0
1995-10-25,1910.0,1910.0,1877.486282578875,0.0
1995-10-26,1870.0,1870.0,1842.1634786363866,0.0
1995-10-27,1800.0,1800.0,1800.0,0.0
1995-10-28,2000.0,1807.5,1781.4814814814815,192.5
1995-10-29,1920.0,1818.9375,1758.7517146776406,101.0625
1995-10-30,1760.0,1760.0,1726.2747040593406,0.0
1995-10-31,1730.0,1730.0,1694.5826018316238,0.0
1995-11-01,1860.0,1734.875,1675.4545831435105,125.125
1995-11-02,2060.0,1751.759375,1672.912492111704,308.240625
1995-11-03,2580.0,1794.377421875,1709.1242983976574,785.622578125
1995-11-04,2260.0,1841.299115234375,1718.27945595343,418.700884765625
1995-11-05,2010.0,1863.3266815917968,1708.0683952170014,146.67331840820316
1995-11-06,1920.0,1870.952180472412,1692.1361364006123,49.04781952758793
1995-11-07,2790.0,1907.2557669369812,1742.1235311783335,882.7442330630188
1995-11-08,3980.0,2018.0865844167076,1875.6306116247843,1961.9134155832924
1995-11-09,3090.0,2131.8550905854545,1930.8499994373044,958.1449094145455
1995-11-10,2560.0,2183.8409587915453,1941.6972217116281,376.1590412084546
1995-11-11,3720.0,2255.5528868821793,2037.46599747907,1464.4471131178204
1995-11-12,5870.0,2446.011420366016,2283.6265532680454,3423.988579633984
1995-11-13,5450.0,2687.0605638385646,2475.8833538913746,2762.9394361614354
1995-11-14,4570.0,2861.281021550672,2585.1534137162475,1708.718978449328
1995-11-15,3220.0,2938.8099449343717,2584.3058754091876,281.1900550656285
1995-11-16,2840.0,2840.0,2555.388664723151,0.0
1995-11-17,2630.0,2630.0,2513.5934179895257,0.0
1995-11-18,2490.0,2490.0,2465.2977311386435,0.0
1995-11-19,2400.0,2400.0,2400.0,0.0
1995-11-20,2300.0,2300.0,2300.0,0.0
1995-11-21,2220.0,2220.0,2220.0,0.0
1995-11-22,2130.0,2130.0,2130.0,0.0
1995-11-23,2080.0,2080.0,2080.0,0.0
1995-11-24,2040.0,2040.0,2038.5185185185185,0.0
1995-11-25,1990.0,1990.0,1990.0,0.0
1995-11-26,1960.0,1960.0,1950.9259259259259,0.0
1995-11-27,1920.0,1920.0,1912.5068587105625,0.0
1995-11-28,1880.0,1880.0,1874.6821495706956,0.0
1995-11-29,2110.0,1888.625,1857.3967653511868,221.375
1995-11-30,1970.0,1899.978125,1831.341509300151,70.02187500000002
1995-12-01,1870.0,1870.0,1800.2913695501368,0.0
1995-12-02,1810.0,1810.0,1767.6717982954945,0.0
1995-12-03,1760.0,1760.0,1734.3688540088747,0.0
1995-12-04,1730.0,1730.0,1701.9272934524972,0.0
1995-12-05,1720.0,1720.0,1671.7488403550437,0.0
1995-12-06,1710.0,1710.0,1643.6239477295765,0.0
1995-12-07,1850.0,1715.25,1628.47358219906,134.75
1995-12-08,1920.0,1727.98125,1619.9112134769248,192.01875
1995-12-09,2220.0,1753.6326562499999,1634.363878895728,466.36734375000003
1995-12-10,2210.0,1788.23520703125,1646.7375938127902,421.76479296875004
1995-12-11,1940.0,1809.7425665039061,1637.96559438568,130.25743349609382
1995-12-12,1840.0,1815.7618740161133,1622.598409720339,24.23812598388679
1995-12-13,1780.0,1780.0,1604.2096680795669,0.0
1995-12-14,1770.0,1770.0,1586.7828469610886,0.0
1995-12-15,1720.0,1720.0,1567.265916686914,0.0
1995-12-16,1710.0,1710.0,1548.8153688455327,0.0
1995-12-17,1670.0,1670.0,1529.110242100576,0.0
1995-12-18,1640.0,1640.0,1509.0074419060782,0.0
1995-12-19,2270.0,1663.625,1537.4326787666266,606.375
1995-12-20,2790.0,1728.603125,1601.7444677697167,1061.396875
1995-12-21,2310.0,1790.207890625,1624.5459059391876,519.792109375
1995-12-22,2060.0,1819.8172988281249,1626.7175813151887,240.182701171875
1995-12-23,1940.0,1833.3310014160156,1619.7992867489675,106.6689985839844
1995-12-24,1840.0,1837.5811763098145,1606.1141676055445,2.418823690185576
1995-12-25,1730.0,1730.0,1585.5480409754014,0.0
1995-12-26,1730.0,1730.0,1566.8861853295307,0.0
1995-12-27,1680.0,1680.0,1546.2485755767964,0.0
1995-12-28,1660.0,1660.0,1526.0403741345003,0.0
1995-12-29,1590.0,1590.0,1502.5181172701946,0.0
1995-12-30,1580.0,1580.0,1480.4331064118433,0.0
1995-12-31,1580.0,1580.0,1460.3930039663023,0.0
1996-01-01,1640.0,1582.25,1446.6529110064596,57.75
1996-01-02,1870.0,1595.20625,1451.2220859132688,274.79375
1996-01-03,2280.0,1631.1907812499999,1485.738559439818,648.80921875
1996-01-04,2060.0,1671.6014726562498,1500.762766899094,388.39852734375006
1996-01-05,1830.0,1692.1063622070312,1497.3588070010298,137.89363779296883
1996-01-06,1790.0,1700.9483850415038,1491.3070656120458,89.05161495849617
1996-01-07,1920.0,1712.502256163391,1495.4453002775972,207.49774383660895
1996-01-08,1890.0,1726.9395869511368,1496.9781428444865,163.0604130488633
1996-01-09,1950.0,1741.4191179298014,1502.8134999885156,208.58088207019856
1996-01-10,1740.0,1740.0,1492.5529907303198,0.0
1996-01-11,1690.0,1690.0,1479.538824921957,0.0
1996-01-12,1680.0,1680.0,1466.9889337254795,0.0
1996-01-13,1670.0,1670.0,1454.8603287508981,0.0
1996-01-14,1650.0,1650.0,1442.373261273963,0.0
1996-01-15,1790.0,1655.25,1441.4127741189664,134.75
1996-01-16,2010.0,1673.60625,1456.837517256099,336.39375
1996-01-17,2130.0,1703.3357812499999,1479.7229323249787,426.66421875000003
1996-01-18,3490.0,1786.33559765625,1601.230068220814,1703.66440234375
1996-01-19,12600.0,2255.735427832031,2386.3013582003696,10344.26457216797
1996-01-20,10600.0,2956.5552707446277,2950.5327139225583,7643.444729255372
1996-01-21,9190.0,3476.93862543878,3358.075981151952,5713.06137456122
1996-01-22,6610.0,3808.6682285308716,3536.7726495638085,2801.3317714691284
1996-01-23,3920.0,3917.893111391056,3499.6640709004923,2.106888608943791
1996-01-24,3980.0,3920.301128036727,3470.435916187484,59.69887196327301
1996-01-25,4360.0,3939.0285434339726,3472.0622202441987,420.97145656602754
1996-01-26,4490.0,3975.4764026764246,3483.1675702215875,514.5235973235755
1996-01-27,16500.0,4464.440672475692,4382.874276682553,12035.559327524308
1996-01-28,13500.0,5254.607622040014,4977.052584397132,8245.392377959986
1996-01-29,11600.0,5801.762050387012,5375.473641397398,5798.237949612988
1996-01-30,8700.0,6127.879896607986,5522.189044971713,2572.1201033920142
1996-01-31,6440.0,6236.038904362387,5487.912281548407,203.9610956376132
1996-02-01,4610.0,4610.0,4610.0,0.0
1996-02-02,6720.0,4689.125,4680.925925925926,2030.875
1996-02-03,8300.0,4900.690625,4862.321673525378,3399.309375
1996-02-04,6800.0,5099.388828125,4915.810407458214,1700.6111718749999
1996-02-05,5700.0,5185.684666015625,4882.864999360231,514.315333984375
1996-02-06,4900.0,4900.0,4793.710832752802,0.0
1996-02-07,4330.0,4330.0,4330.0,0.0
1996-02-08,4270.0,4270.0,4245.37037037037,0.0
1996-02-09,4490.0,4278.25,4184.873113854595,211.75
1996-02-10,4160.0,4160.0,4105.533010719911,0.0
1996-02-11,3880.0,3880.0,3880.0,0.0
1996-02-12,3650.0,3650.0,3650.0,0.0
1996-02-13,3440.0,3440.0,3440.0,0.0
1996-02-14,3320.0,3320.0,3320.0,0.0
1996-02-15,3220.0,3220.0,3220.0,0.0
1996-02-16,3140.0,3140.0,3140.0,0.0
1996-02-17,3020.0,3020.0,3020.0,0.0
1996-02-18,2940.0,2940.0,2940.0,0.0
1996-02-19,2880.0,2880.0,2880.0,0.0
1996-02-20,3640.0,2908.5,2882.962962962963,731.5
1996-02-21,4150.0,2982.4875,2923.4293552812073,1167.5125
1996-02-22,3590.0,3049.0509375,2918.667377940355,540.9490625000001
1996-02-23,3290.0,3078.3721171875,2892.1241022051368,211.6278828125001
1996-02-24,3140.0,3088.6192083984374,2856.9274260750312,51.380791601562606
1996-02-25,2970.0,2970.0,2812.397108845862,0.0
1996-02-26,2880.0,2880.0,2765.3233024712454,0.0
1996-02-27,2820.0,2820.0,2718.1637374276115,0.0
1996-02-28,2780.0,2780.0,2672.4078358139436,0.0
1996-02-29,2670.0,2670.0,2622.7404436089487,0.0
1996-03-01,2590.0,2590.0,2571.7459580896016,0.0
1996-03-02,2560.0,2560.0,2523.250961970194,0.0
1996-03-03,2500.0,2500.0,2474.8017988248057,0.0
1996-03-04,2400.0,2400.0,2400.0,0.0
1996-03-05,2390.0,2390.0,2354.814814814815,0.0
1996-03-06,2990.0,2412.5,2358.2578875171466,577.5
1996-03-07,4040.0,2495.1875,2439.159934969263,1544.8125
1996-03-08,4080.0,2612.5484374999996,2515.534015064701,1467.4515625000001
1996-03-09,3310.0,2693.7323046875,2527.7993840401923,616.2676953125001
1996-03-10,2980.0,2727.5773818359376,2514.484626258693,252.42261816406267
1996-03-11,2830.0,2740.884078198242,2491.291605308814,89.11592180175799
