date,total_cfs,baseflow_lh_cfs,baseflow_eckhardt_cfs,quickflow_lh_cfs
1999-03-20,1630.0,1630.0,1483.3986475471704,0.0
1999-03-21,1660.0,1631.125,1469.0098838853953,28.875
1999-03-22,1780.0,1637.790625,1464.8423020441548,142.209375
1999-03-23,1620.0,1620.0,1449.208755558585,0.0
1999-03-24,1530.0,1530.0,1428.356093006864,0.0
1999-03-25,1500.0,1500.0,1407.2120103210432,0.0
1999-03-26,1520.0,1500.75,1389.507194550576,19.25
1999-03-27,1730.0,1510.06875,1388.9972691292262,219.93125
1999-03-28,1690.0,1525.06359375,1385.5715960617051,164.93640625
1999-03-29,1630.0,1535.18382421875,1378.0186705004364,94.81617578125002
1999-03-30,1560.0,1539.6700374023437,1365.9799047133592,20.329962597656277
1999-03-31,1520.0,1520.0,1352.0928764991595,0.0
1999-04-01,3750.0,1603.625,1504.6768694159043,2146.375
1999-04-02,5230.0,1820.1031249999996,1752.7623444699875,3409.8968750000004
1999-04-03,4670.0,2054.8453906249997,1936.3954607227668,2615.1546093750003
1999-04-04,3030.0,2189.4819863281245,1981.5440291743623,840.5180136718755
1999-04-05,2470.0,2231.520837353515,1981.0306931396992,238.47916264648484
1999-04-06,2220.0,2220.0,1962.0463697008383,0.0
1999-04-07,2080.0,2080.0,1934.4494836174272,0.0
1999-04-08,1960.0,1960.0,1900.5189758750726,0.0
1999-04-09,1910.0,1910.0,1866.026478108862,0.0
1999-04-10,1800.0,1800.0,1800.0,0.0
1999-04-11,1690.0,1690.0,1690.0,0.0
1999-04-12,1590.0,1590.0,1590.0,0.0
1999-04-13,1510.0,1510.0,1510.0,0.0
1999-04-14,1460.0,1460.0,1460.0,0.0
1999-04-15,1530.0,1462.625,1438.148148148148,67.375
1999-04-16,1720.0,1474.803125,1432.3936899862824,245.196875
1999-04-17,1560.0,1487.192890625,1415.3202001727377,72.80710937500001
1999-04-18,1420.0,1420.0,1389.4572186752619,0.0
1999-04-19,1380.0,1380.0,1363.0259947238487,0.0
1999-04-20,1350.0,1350.0,1336.8198841012702,0.0
1999-04-21,1350.0,1350.0,1313.0402652030043,0.0
1999-04-22,1290.0,1290.0,1287.0180184249484,0.0
1999-04-23,1220.0,1220.0,1220.0,0.0
1999-04-24,1220.0,1220.0,1197.4074074074076,0.0
1999-04-25,1190.0,1190.0,1174.684499314129,0.0
1999-04-26,1170.0,1170.0,1152.584082710969,0.0
1999-04-27,1230.0,1172.25,1136.9744454229162,57.75
1999-04-28,1350.0,1181.08125,1131.6990338096832,168.91875
1999-04-29,1320.0,1192.62515625,1124.6898640124903,127.37484375
1999-04-30,1630.0,1213.80326953125,1141.292654381704,416.19673046875
1999-05-01,1950.0,1257.0180243164064,1180.0618530500649,692.9819756835938
1999-05-02,1550.0,1293.9916724926757,1185.611681471355,256.0083275073242
1999-05-03,1360.0,1306.067297055725,1176.5735628165999,53.93270294427492
1999-05-04,1260.0,1260.0,1160.9648995928405,0.0
1999-05-05,1230.0,1230.0,1144.5792607416515,0.0
1999-05-06,1630.0,1245.0,1159.3404403026097,385.0
1999-05-07,2210.0,1295.625,1215.697806941257,914.375
1999-05-08,2680.0,1381.828125,1301.6517137059554,1298.171875
1999-05-09,2260.0,1463.4410156249999,1348.5358142887376,796.5589843750001
1999-05-10,1850.0,1507.8079394531248,1360.7084240768174,342.19206054687515
1999-05-11,1630.0,1525.2223439941404,1355.4576440697047,104.77765600585951
1999-05-12,1480.0,1480.0,1339.5819362854727,0.0
1999-05-13,1440.0,1440.0,1322.2132384812624,0.0
1999-05-14,1810.0,1453.875,1333.8601608441086,356.125
1999-05-15,1540.0,1470.459375,1324.4286644696542,69.54062500000003
1999-05-16,1360.0,1360.0,1302.5371214632048,0.0
1999-05-17,1270.0,1270.0,1270.0,0.0
1999-05-18,1240.0,1240.0,1240.0,0.0
1999-05-19,1390.0,1245.625,1228.1481481481483,144.375
1999-05-20,1240.0,1240.0,1206.2825788751713,0.0
1999-05-21,1160.0,1160.0,1160.0,0.0
1999-05-22,1100.0,1100.0,1100.0,0.0
1999-05-23,1070.0,1070.0,1070.0,0.0
1999-05-24,1010.0,1010.0,1010.0,0.0
1999-05-25,963.0,963.0,963.0,0.0
1999-05-26,932.0,932.0,932.0,0.0
1999-05-27,939.0,932.2625,915.2592592592592,6.7375
1999-05-28,926.0,926.0,899.1056241426611,0.0
1999-05-29,869.0,869.0,869.0,0.0
1999-05-30,839.0,839.0,839.0,0.0
1999-05-31,825.0,825.0,822.425925925926,0.0
1999-06-01,801.0,801.0,801.0,0.0
1999-06-02,805.0,801.15,786.4629629629629,3.85
1999-06-03,981.0,808.0387499999999,786.3089849108369,172.96125
1999-06-04,1140.0,826.97334375,797.9470418635372,313.02665625
1999-06-05,907.0,841.71284296875,791.2482416909874,65.28715703124996
1999-06-06,819.0,819.0,778.6511822751552,0.0
1999-06-07,784.0,784.0,764.6279246570853,0.0
1999-06-08,758.0,758.0,749.9771908925403,0.0
1999-06-09,742.0,742.0,735.4978213654532,0.0
1999-06-10,726.0,726.0,721.1739490168001,0.0
1999-06-11,737.0,726.4125,708.9911759596888,10.5875
1999-06-12,797.0,729.4565625,702.3808818893472,67.5434375
1999-06-13,727.0,727.0,691.1974668995928,0.0
1999-06-14,692.0,692.0,678.456960705186,0.0
1999-06-15,683.0,683.0,666.2294643435947,0.0
1999-06-16,1010.0,695.2625,679.3563657932618,314.7375
1999-06-17,1770.0,747.3678124999999,747.5641097012932,1022.6321875000001
1999-06-18,1320.0,807.1902265624999,776.1229884326551,512.8097734375001
1999-06-19,902.0,829.9759595703124,771.0745635777797,72.0240404296876
1999-06-20,771.0,771.0,756.7898817650223,0.0
1999-06-21,732.0,732.0,732.0,0.0
1999-06-22,710.0,710.0,710.0,0.0
1999-06-23,691.0,691.0,691.0,0.0
1999-06-24,729.0,692.425,681.0185185185186,36.575
1999-06-25,1680.0,730.830625,742.405692729767,949.169375
1999-06-26,2620.0,837.2683281250002,867.7384989584924,1782.7316718749998
1999-06-27,1850.0,942.0982035156251,924.429378684558,907.9017964843749
1999-06-28,1410.0,993.6908382519531,943.2785102878397,416.3091617480469
1999-06-29,1730.0,1036.9140253830565,984.0860556315583,693.0859746169434
1999-06-30,1540.0,1081.7704734793274,1007.041050480488,458.2295265206727
1999-07-01,1170.0,1102.2626879683776,1000.4631754359984,67.73731203162231
1999-07-02,1140.0,1106.2179863707493,992.2721406734059,33.78201362925064
1999-07-03,1560.0,1124.5016373929432,1015.950646166609,435.49836260705683
1999-07-04,1350.0,1149.2890145884724,1021.881141891923,200.7109854115276
1999-07-05,1130.0,1130.0,1010.9662213463745,0.0
1999-07-06,1230.0,1133.75,1008.4693489994878,96.25
1999-07-07,1310.0,1143.96875,1012.1295944624982,166.03125
1999-07-08,1450.0,1161.67109375,1025.8212986789335,288.32890625000005
1999-07-09,1280.0,1176.9207617187499,1025.6526599123656,103.07923828125007
1999-07-10,1320.0,1186.1517045898436,1028.4625988093687,133.8482954101563
1999-07-11,1480.0,1202.1903267456055,1042.8642100307234,277.8096732543946
1999-07-12,2050.0,1244.401052239685,1098.1545609538045,805.598947760315
1999-07-13,2050.0,1304.8209733217086,1148.3254349395634,745.1790266782914
1999-07-14,1770.0,1350.2094003225804,1173.1101168896037,419.79059967741955
1999-07-15,1470.0,1370.443695298387,1173.3776986590847,99.5563047016131
1999-07-16,1320.0,1320.0,1162.5093932276877,0.0
1999-07-17,1170.0,1170.0,1141.536301262161,0.0
1999-07-18,1120.0,1120.0,1118.8014585527017,0.0
1999-07-19,1380.0,1129.75,1117.430953131155,250.25
1999-07-20,1070.0,1070.0,1070.0,0.0
1999-07-21,1020.0,1020.0,1020.0,0.0
1999-07-22,1020.0,1020.0,1001.1111111111112,0.0
1999-07-23,952.0,952.0,952.0,0.0
1999-07-24,906.0,906.0,906.0,0.0
1999-07-25,1040.0,911.025,899.1481481481482,128.975
1999-07-26,1240.0,928.198125,907.7455418381344,311.801875
1999-07-27,1000.0,942.583265625,897.7691027790478,57.41673437500003
1999-07-28,918.0,918.0,882.64233400321,0.0
1999-07-29,863.0,863.0,863.0,0.0
1999-07-30,763.0,763.0,763.0,0.0
1999-07-31,718.0,718.0,718.0,0.0
1999-08-01,684.0,684.0,684.0,0.0
1999-08-02,670.0,670.0,670.0,0.0
1999-08-03,655.0,655.0,655.0,0.0
1999-08-04,606.0,606.0,606.0,0.0
1999-08-05,574.0,574.0,574.0,0.0
1999-08-06,574.0,574.0,563.3703703703704,0.0
1999-08-07,564.0,564.0,552.9842249657065,0.0
1999-08-08,545.0,545.0,542.1523522836967,0.0
1999-08-09,598.0,546.9875,536.2493567018729,51.0125
1999-08-10,549.0,548.9759375,527.2633051554031,0.024062500000006537
1999-08-11,516.0,516.0,516.0,0.0
1999-08-12,492.0,492.0,492.0,0.0
1999-08-13,465.0,465.0,465.0,0.0
1999-08-14,521.0,467.1,460.537037037037,53.9
1999-08-15,511.0,470.7675,455.74657064471876,40.2325
1999-08-16,462.0,462.0,447.7700363257634,0.0
1999-08-17,440.0,440.0,438.9024403696742,0.0
1999-08-18,431.0,431.0,430.18925144655617,0.0
1999-08-19,414.0,414.0,414.0,0.0
1999-08-20,406.0,406.0,405.74074074074076,0.0
1999-08-21,430.0,406.9,400.02400548696846,23.1
1999-08-22,438.0,408.9325,395.42919016410104,29.067500000000003
1999-08-23,416.0,410.2875625,389.63019107483245,5.712437500000004
1999-08-24,952.0,430.81599531250004,424.071840049385,521.1840046875
1999-08-25,1440.0,488.20479566406254,491.4725956003679,951.7952043359375
1999-08-26,1130.0,547.9644359892578,529.6695774892228,582.0355640107422
1999-08-27,768.0,578.0421032900636,537.5149869809613,189.9578967099365
1999-08-28,592.0,585.6889455433087,531.5969326308723,6.3110544566912665
1999-08-29,524.0,524.0,521.1898092391249,0.0
1999-08-30,503.0,503.0,503.0,0.0
1999-08-31,478.0,478.0,478.0,0.0
1999-09-01,450.0,450.0,450.0,0.0
1999-09-02,438.0,438.0,438.0,0.0
1999-09-03,426.0,426.0,426.0,0.0
1999-09-04,414.0,414.0,414.0,0.0
1999-09-05,403.0,403.0,403.0,0.0
1999-09-06,409.0,403.225,395.9814814814815,5.775
1999-09-07,417.0,403.958125,390.2054183813444,13.041875000000001
1999-09-08,408.0,404.598765625,384.2975092719606,3.4012343750000014
1999-09-09,408.0,404.853858203125,378.93662878381616,3.1461417968750016
1999-09-10,399.0,399.0,373.4054594519813,0.0
1999-09-11,381.0,381.0,367.0531020953163,0.0
1999-09-12,370.0,370.0,360.4741111605648,0.0
1999-09-13,365.0,365.0,354.1339156827347,0.0
1999-09-14,363.0,363.0,348.23262719359263,0.0
1999-09-15,365.0,363.075,343.02590245344516,1.925
1999-09-16,360.0,360.0,337.93091148553356,0.0
1999-09-17,338.0,338.0,331.6780493109471,0.0
1999-09-18,324.0,324.0,324.0,0.0
1999-09-19,326.0,324.075,318.1481481481481,1.925
1999-09-20,338.0,324.669375,313.72702331961585,13.330625000000001
1999-09-21,355.0,326.306671875,310.97452116039216,28.693328125
1999-09-22,379.0,329.358671484375,310.25465808998547,49.641328515625005
1999-09-23,415.0,334.4317711230469,312.2681156742461,80.56822887695313
1999-09-24,399.0,339.87438828881835,312.9099568155196,59.125611711181655
1999-09-25,364.0,342.99630916715694,310.89977562889743,21.003690832843034
1999-09-26,365.0,344.6090859796202,309.1497964039995,20.390914020379807
1999-09-27,376.0,346.55090453114866,308.3766671073329,29.449095468851326
1999-09-28,924.0,369.30958669131246,348.2677164492465,554.6904133086875
1999-09-29,1370.0,427.6363676894639,417.50218714839036,942.3636323105361
1999-09-30,1010.0,484.8136401127541,453.6593920420579,525.1863598872459
1999-10-01,607.0,509.0901171042975,456.6168557418673,97.90988289570248
1999-10-02,494.0,494.0,450.93010983984254,0.0
1999-10-03,442.0,442.0,441.9180626324497,0.0
1999-10-04,598.0,447.85,445.29601979611175,150.15
1999-10-05,1330.0,486.56125,502.5834253705459,843.43875
1999-10-06,936.0,535.04415625,525.3812563547547,400.95584375
1999-10-07,621.0,553.30334453125,522.7348437293144,67.69665546875001
1999-10-08,522.0,522.0,513.0001359766001,0.0
1999-10-09,499.0,499.0,499.0,0.0
1999-10-10,642.0,504.36249999999995,500.35185185185185,137.63750000000002
1999-10-11,2150.0,571.2353125,613.2822359396434,1578.7646875
1999-10-12,2100.0,687.7676640625,712.0523992785655,1412.2323359375
1999-10-13,1250.0,761.8100892578125,738.7142141601798,488.1899107421875
1999-10-14,1040.0,790.5493325634766,747.3517869231262,249.45066743652347
1999-10-15,919.0,804.7206326212158,746.2266214672811,114.27936737878423
1999-10-16,793.0,793.0,735.8723046647551,0.0
1999-10-17,730.0,730.0,721.8100542328333,0.0
1999-10-18,667.0,667.0,667.0,0.0
1999-10-19,608.0,608.0,608.0,0.0
1999-10-20,676.0,610.55,601.7777777777777,65.45
1999-10-21,1250.0,636.98375,638.6502057613169,613.01625
1999-10-22,1160.0,679.5849687499999,665.4418533760097,480.4150312500001
1999-10-23,901.0,705.9035960937499,670.5676076930458,195.09640390625012
1999-10-24,780.0,715.9983263867186,666.255792165912,64.00167361328135
1999-10-25,724.0,718.6984519077148,658.1950706690683,5.301548092285259
1999-10-26,675.0,675.0,647.2510826441545,0.0
1999-10-27,642.0,642.0,634.8759823993254,0.0
1999-10-28,620.0,620.0,620.0,0.0
1999-10-29,606.0,606.0,606.0,0.0
1999-10-30,590.0,590.0,590.0,0.0
1999-10-31,587.0,587.0,578.8518518518518,0.0
1999-11-01,614.0,588.0125,570.735939643347,25.9875
1999-11-02,2150.0,647.5615624999998,677.1492785652595,1502.4384375000002
1999-11-03,2760.0,783.1194453124997,818.894715735143,1976.8805546875003
1999-11-04,1650.0,889.7604869140621,865.2933531670742,760.2395130859379
1999-11-05,1240.0,931.4034503955074,877.0254500960489,308.59654960449257
1999-11-06,1080.0,948.5481916158444,875.8193899019703,131.45180838415564
1999-11-07,993.0,955.144577244656,868.2805575036398,37.85542275534398
1999-11-08,927.0,927.0,856.5508762533028,0.0
1999-11-09,853.0,853.0,840.4257951187377,0.0
1999-11-10,825.0,825.0,823.7197029781138,0.0
1999-11-11,849.0,825.9,810.3382489986587,23.1
1999-11-12,823.0,823.0,796.269892609894,0.0
1999-11-13,762.0,762.0,762.0,0.0
1999-11-14,745.0,745.0,745.0,0.0
1999-11-15,709.0,709.0,709.0,0.0
1999-11-16,679.0,679.0,679.0,0.0
1999-11-17,645.0,645.0,645.0,0.0
1999-11-18,645.0,645.0,633.0555555555555,0.0
1999-11-19,614.0,614.0,614.0,0.0
1999-11-20,618.0,614.15,602.9259259259259,3.85
1999-11-21,702.0,617.58875,599.0994513031549,84.41125000000001
1999-11-22,846.0,629.31959375,606.2939465528627,216.68040625
1999-11-23,862.0,646.1706242187499,614.0074700201903,215.82937578125
1999-11-24,795.0,659.8453274023437,616.0438153886912,135.15467259765626
1999-11-25,1230.0,686.294427847168,650.1138324823308,543.705572152832
1999-11-26,5020.0,869.19734575863,961.7699591043377,4150.80265424137
1999-11-27,4840.0,1173.7575448267326,1231.235703631714,3666.2424551732674
1999-11-28,3730.0,1407.1007289647273,1393.528694036185,2322.8992710352727
1999-11-29,2140.0,1521.6931742923725,1423.0167779217234,618.3068257076275
1999-11-30,1730.0,1552.6911862204447,1419.4041132993414,177.3088137795554
1999-12-01,1520.0,1520.0,1400.5703991049577,0.0
1999-12-02,1400.0,1400.0,1374.5916584470913,0.0
1999-12-03,1310.0,1310.0,1310.0,0.0
1999-12-04,1200.0,1200.0,1200.0,0.0
1999-12-05,1150.0,1150.0,1150.0,0.0
1999-12-06,1160.0,1150.375,1129.4444444444446,9.625
1999-12-07,1250.0,1154.471875,1117.4588477366256,95.528125
1999-12-08,1130.0,1130.0,1097.6941396128639,0.0
1999-12-09,1050.0,1050.0,1050.0,0.0
1999-12-10,1080.0,1051.125,1032.7777777777778,28.875
1999-12-11,1280.0,1060.790625,1031.9650205761318,219.209375
1999-12-12,1190.0,1073.856328125,1024.5608520042676,116.143671875
1999-12-13,1160.0,1081.442103515625,1015.6200323742428,78.55789648437501
1999-12-14,2980.0,1155.583945751953,1142.3218812284797,1824.416054248047
1999-12-15,3320.0,1305.1651498205565,1282.477262596213,2014.8348501794435
1999-12-16,2220.0,1415.0277635840148,1328.1738123558227,804.9722364159852
1999-12-17,1790.0,1459.2756813152137,1337.7873482488021,330.72431868478634
1999-12-18,1590.0,1476.5800052165725,1331.6959271146536,113.4199947834274
1999-12-19,1470.0,1470.0,1317.2796375670007,0.0
1999-12-20,1420.0,1420.0,1300.4944859404266,0.0
1999-12-21,1460.0,1421.5,1288.2264779829798,38.5
1999-12-22,1490.0,1425.5125,1279.3166189104818,64.48750000000001
1999-12-23,1430.0,1428.0990625,1266.7873023446962,1.900937500000012
1999-12-24,1330.0,1330.0,1248.010700275743,0.0
1999-12-25,1270.0,1270.0,1226.528228027989,0.0
1999-12-26,1190.0,1190.0,1190.0,0.0
1999-12-27,1170.0,1170.0,1166.4814814814815,0.0
1999-12-28,1130.0,1130.0,1130.0,0.0
1999-12-29,1090.0,1090.0,1090.0,0.0
1999-12-30,1070.0,1070.0,1068.3333333333333,0.0
1999-12-31,1040.0,1040.0,1040.0,0.0
2000-01-01,1040.0,1040.0,1020.7407407407406,0.0
2000-01-02,1020.0,1020.0,1001.7832647462277,0.0
2000-01-03,1020.0,1020.0,984.5811106030585,0.0
2000-01-04,1020.0,1020.0,968.9717485101827,0.0
2000-01-05,1180.0,1026.0,966.6595495740547,154.0
2000-01-06,1130.0,1035.675,960.8577394283088,94.32500000000002
2000-01-07,1020.0,1020.0,947.4449857775395,0.0
2000-01-08,990.0,990.0,933.0519315388783,0.0
2000-01-09,1080.0,993.375,926.6582341741673,86.625
2000-01-10,2720.0,1061.371875,1042.338027306189,1658.628125
2000-01-11,3480.0,1214.268984375,1203.6030247778383,2265.731015625
2000-01-12,2210.0,1336.573810546875,1255.8620039650755,873.4261894531251
2000-01-13,1800.0,1386.7057747558592,1272.9118184127537,413.29422524414076
2000-01-14,1590.0,1409.8278416491698,1272.8273907819432,180.17215835083022
2000-01-15,1450.0,1418.0907535254821,1262.3804101539856,31.90924647451797
2000-01-16,1370.0,1370.0,1246.9748166212091,0.0
2000-01-17,1330.0,1330.0,1230.0327039710974,0.0
2000-01-18,1410.0,1333.0,1220.5852313811808,77.0
2000-01-19,1440.0,1339.9,1214.2347469940346,100.10000000000001
2000-01-20,1430.0,1347.0325,1207.7315296797722,82.96750000000002
2000-01-21,1360.0,1350.6300625,1196.6452769316452,9.36993750000002
2000-01-22,1230.0,1230.0,1176.9558994379743,0.0
2000-01-23,1280.0,1231.875,1162.7933161566802,48.125
2000-01-24,1310.0,1236.609375,1152.164305401432,73.390625
2000-01-25,1260.0,1240.238671875,1138.8157586050033,19.761328125000006
2000-01-26,1180.0,1180.0,1120.7772624378733,0.0
2000-01-27,1160.0,1160.0,1102.927515915848,0.0
2000-01-28,1130.0,1130.0,1084.5083014791956,0.0
2000-01-29,1150.0,1130.75,1069.276051342233,19.25
2000-01-30,1180.0,1133.31875,1057.676416958693,46.681250000000006
2000-01-31,1310.0,1141.69484375,1056.7804524254807,168.30515625
2000-02-01,1220.0,1150.94273046875,1049.3007809046028,69.05726953125003
2000-02-02,1170.0,1154.2470256835936,1038.8099678578803,15.75297431640628
2000-02-03,1130.0,1130.0,1026.3275634265951,0.0
2000-02-04,1160.0,1131.125,1017.2231594056141,28.875
2000-02-05,1150.0,1132.915625,1008.2210150162052,17.084375
2000-02-06,1090.0,1090.0,995.6079580702603,0.0
2000-02-07,1080.0,1080.0,983.4220360267177,0.0
2000-02-08,1090.0,1080.375,973.1051808390587,9.625
2000-02-09,1100.0,1081.471875,964.484330761368,18.528125000000003
2000-02-10,1120.0,1083.611484375,958.1431890242044,36.388515625000004
2000-02-11,1120.0,1086.340623046875,952.3891900404818,33.659376953125005
2000-02-12,1830.0,1115.4900763183593,999.76056133303,714.5099236816407
2000-02-13,2580.0,1197.2033205944822,1098.30125009849,1382.7966794055178
2000-02-14,3970.0,1353.038071549896,1290.6807639782596,2616.961928450104
2000-02-15,3940.0,1548.1852161836537,1463.0251376839767,2391.8147838163463
2000-02-16,2660.0,1679.5713249698797,1524.59688419472,980.4286750301203
2000-02-17,2160.0,1734.3534755971386,1543.4305060285421,425.64652440286136
2000-02-18,1920.0,1757.2769649273532,1542.7424962110847,162.72303507264678
2000-02-19,1850.0,1766.8561925578017,1536.9330058211694,83.14380744219827
2000-02-20,1720.0,1720.0,1522.0318015784685,0.0
2000-02-21,1580.0,1580.0,1498.1399680989807,0.0
2000-02-22,1500.0,1500.0,1470.534415497223,0.0
2000-02-23,1420.0,1420.0,1420.0,0.0
2000-02-24,1380.0,1380.0,1380.0,0.0
2000-02-25,1330.0,1330.0,1330.0,0.0
2000-02-26,1300.0,1300.0,1300.0,0.0
2000-02-27,1330.0,1301.125,1278.148148148148,28.875
2000-02-28,1470.0,1308.540625,1268.6899862825787,161.459375
2000-02-29,1390.0,1317.650078125,1254.181654219377,72.349921875
2000-03-01,1260.0,1260.0,1231.3870566064716,0.0
2000-03-02,1240.0,1240.0,1209.2215884021687,0.0
2000-03-03,1200.0,1200.0,1186.145515401968,0.0
2000-03-04,1180.0,1180.0,1163.7246343462302,0.0
2000-03-05,1170.0,1170.0,1142.6390200549126,0.0
2000-03-06,1120.0,1120.0,1119.8020737535319,0.0
2000-03-07,1090.0,1090.0,1090.0,0.0
2000-03-08,1080.0,1080.0,1069.0740740740741,0.0
2000-03-09,1070.0,1070.0,1049.3449931412895,0.0
2000-03-10,1050.0,1050.0,1029.961197480059,0.0
2000-03-11,1900.0,1081.875,1075.3351606763497,818.125
2000-03-12,2470.0,1164.609375,1158.7300532063175,1305.390625
2000-03-13,1990.0,1244.513671875,1198.847640872399,745.486328125
2000-03-14,1590.0,1285.425146484375,1205.621007458288,304.574853515625
2000-03-15,1450.0,1303.0182604980469,1201.396840101039,146.98173950195314
2000-03-16,1480.0,1315.1668909606933,1199.786021573165,164.83310903930666
2000-03-17,2360.0,1360.5293741386413,1263.5095380941684,999.4706258613587
2000-03-18,2250.0,1431.3646710782432,1313.184580863227,818.6353289217568
2000-03-19,1840.0,1477.3873207473748,1327.88971226478,362.61267925262507
2000-03-20,6710.0,1687.208271691322,1701.9739981661896,5022.791728308678
2000-03-21,7730.0,2102.167651314472,2116.976405743395,5627.832348685528
2000-03-22,6020.0,2460.1300774658866,2366.885997804192,3559.8699225341134
2000-03-23,3430.0,2629.995321655945,2401.8039609704706,800.0046783440548
2000-03-24,2720.0,2663.3706725317493,2380.896186806538,56.62932746825072
2000-03-25,2400.0,2400.0,2338.220613954081,0.0
2000-03-26,2190.0,2190.0,2190.0,0.0
2000-03-27,2060.0,2060.0,2060.0,0.0
2000-03-28,2000.0,2000.0,2000.0,0.0
2000-03-29,1830.0,1830.0,1830.0,0.0
2000-03-30,1720.0,1720.0,1720.0,0.0
2000-03-31,1670.0,1670.0,1670.0,0.0
2000-04-01,1620.0,1620.0,1620.0,0.0
2000-04-02,1630.0,1620.375,1590.7407407407409,9.625
2000-04-03,3410.0,1687.846875,1696.0425240054872,1722.153125
2000-04-04,6540.0,1934.3833593749996,2023.4459940049794,4605.616640625
2000-04-05,5220.0,2230.3046074218746,2222.7565501156296,2989.6953925781254
2000-04-06,3570.0,2392.656761865234,2281.390202882701,1177.3432381347661
2000-04-07,2900.0,2455.832504725341,2284.9651840972656,444.1674952746587
2000-04-08,2580.0,2477.145066870941,2264.505444829,102.8549331290593
2000-04-09,2390.0,2390.0,2231.866051789278,0.0
2000-04-10,2180.0,2180.0,2180.0,0.0
2000-04-11,2040.0,2040.0,2040.0,0.0
2000-04-12,1950.0,1950.0,1950.0,0.0
2000-04-13,2020.0,1952.625,1919.0740740740744,67.375
2000-04-14,2180.0,1963.678125,1902.8635116598082,216.321875
2000-04-15,2580.0,1994.902265625,1917.7835568764926,585.0977343750001
2000-04-16,3100.0,2058.284595703125,1969.840634943484,1041.715404296875
2000-04-17,2770.0,2124.0382510253903,1992.633168745013,645.9617489746095
2000-04-18,2440.0,2160.110382198486,1988.87083830566,279.88961780151374
2000-04-19,2230.0,2173.2271035336,1969.9013162403214,56.7728964664002
2000-04-20,2070.0,2070.0,1940.8363795514026,0.0
2000-04-21,1970.0,1970.0,1907.055233296643,0.0
2000-04-22,1870.0,1870.0,1868.9945635469537,0.0
2000-04-23,1780.0,1780.0,1780.0,0.0
2000-04-24,1750.0,1750.0,1744.8148148148148,0.0
2000-04-25,2010.0,1759.75,1732.1467764060355,250.25
2000-04-26,2040.0,1779.64375,1722.87392673881,260.35625000000005
2000-04-27,1820.0,1790.92046875,1698.1633779666977,29.07953125000006
2000-04-28,2220.0,1808.10143359375,1705.370472599411,411.89856640625004
2000-04-29,2380.0,1844.9938260742188,1723.762095506873,535.0061739257812
2000-04-30,2020.0,1871.6192891186524,1713.7841237006812,148.38071088134768
2000-05-01,1840.0,1840.0,1691.3967048395068,0.0
2000-05-02,1750.0,1750.0,1664.4155284654782,0.0
2000-05-03,1680.0,1680.0,1634.747423977934,0.0
2000-05-04,2130.0,1696.875,1641.1596995355326,433.125
2000-05-05,2600.0,1746.984375,1681.7930606896498,853.015625
2000-05-06,2060.0,1790.710546875,1678.6640735887563,269.289453125
2000-05-07,1850.0,1803.032255859375,1660.2692519601676,46.96774414062503
2000-05-08,1720.0,1720.0,1633.9480249268188,0.0
2000-05-09,1630.0,1630.0,1603.3972818780394,0.0
2000-05-10,1560.0,1560.0,1560.0,0.0
2000-05-11,1480.0,1480.0,1480.0,0.0
2000-05-12,1410.0,1410.0,1410.0,0.0
2000-05-13,1360.0,1360.0,1360.0,0.0
2000-05-14,1330.0,1330.0,1330.0,0.0
2000-05-15,1240.0,1240.0,1240.0,0.0
2000-05-16,1210.0,1210.0,1210.0,0.0
2000-05-17,1190.0,1190.0,1186.1111111111109,0.0
2000-05-18,1190.0,1190.0,1164.4341563786006,0.0
2000-05-19,1160.0,1160.0,1142.5421048620635,0.0
2000-05-20,1150.0,1150.0,1121.9363544118723,0.0
2000-05-21,1300.0,1155.625,1114.3496549292915,144.375
2000-05-22,1350.0,1168.328125,1111.1691313247275,181.671875
2000-05-23,1360.0,1182.328515625,1109.0238413872526,177.671484375
2000-05-24,1470.0,1199.7788769531248,1115.2253375550995,270.22112304687505
2000-05-25,1900.0,1236.1704611816406,1152.7044729666643,663.8295388183594
2000-05-26,1590.0,1274.3326765930174,1163.7503550993806,315.6673234069825
2000-05-27,1330.0,1288.2577258485412,1154.5142111086973,41.742274151458844
2000-05-28,1220.0,1220.0,1137.9851174875216,0.0
2000-05-29,1180.0,1180.0,1120.0235325349734,0.0
2000-05-30,1130.0,1130.0,1100.02135359655,0.0
2000-05-31,1070.0,1070.0,1070.0,0.0
2000-06-01,1030.0,1030.0,1030.0,0.0
2000-06-02,983.0,983.0,983.0,0.0
2000-06-03,1050.0,985.5125,969.7592592592592,64.4875
2000-06-04,1200.0,995.9740625,968.8556241426611,204.0259375
2000-06-05,1210.0,1011.6510078125,968.7763996850073,198.34899218750002
2000-06-06,1110.0,1022.7771822265624,961.297103417877,87.22281777343753
2000-06-07,1020.0,1020.0,947.8436679162216,0.0
2000-06-08,936.0,936.0,929.4136986647197,0.0
2000-06-09,889.0,889.0,889.0,0.0
2000-06-10,856.0,856.0,856.0,0.0
2000-06-11,826.0,826.0,826.0,0.0
2000-06-12,796.0,796.0,796.0,0.0
2000-06-13,778.0,778.0,778.0,0.0
2000-06-14,798.0,778.75,765.074074074074,19.25
2000-06-15,824.0,781.16875,755.2709190672153,42.831250000000004
2000-06-16,801.0,783.51859375,744.671759894325,17.48140625000001
