station,date,rpi,category,score_DO,score_BOD5,score_SS,score_NH3-N
6001,2022-07-15,2.5,Lightly polluted,3,1,3,3
6001,2022-08-15,3.75,Moderately polluted,3,3,6,3
6001,2022-09-15,3.0,Lightly polluted,3,3,3,3
6001,2022-10-15,2.5,Lightly polluted,3,1,3,3
6001,2022-11-15,2.5,Lightly polluted,3,1,3,3
6001,2022-12-15,2.5,Lightly polluted,3,1,3,3
6001,2023-01-15,2.5,Lightly polluted,3,1,3,3
6001,2023-02-15,2.5,Lightly polluted,3,1,3,3
6001,2023-03-15,2.0,Non-polluted,1,1,3,3
6001,2023-04-15,3.25,Moderately polluted,3,1,3,6
6001,2023-05-15,2.75,Lightly polluted,3,1,6,1
6001,2023-06-15,3.0,Lightly polluted,3,3,3,3
6001,2023-07-15,3.75,Moderately polluted,3,3,3,6
6001,2023-08-15,2.5,Lightly polluted,3,1,3,3
6001,2023-09-15,3.0,Lightly polluted,3,3,3,3
6001,2023-10-15,3.75,Moderately polluted,3,3,3,6
6001,2023-11-15,2.0,Non-polluted,1,1,3,3
6001,2023-12-15,2.0,Non-polluted,3,1,3,1
6001,2024-01-15,2.0,Non-polluted,1,1,3,3
6001,2024-02-15,2.5,Lightly polluted,3,1,3,3
6001,2024-03-15,2.5,Lightly polluted,3,1,3,3
6001,2024-04-15,2.0,Non-polluted,1,1,3,3
6001,2024-05-15,2.5,Lightly polluted,3,1,3,3
6001,2024-06-15,3.75,Moderately polluted,3,3,6,3
6001,2024-07-15,3.0,Lightly polluted,3,3,3,3
6001,2024-08-15,3.75,Moderately polluted,3,3,3,6
6001,2024-09-15,4.0,Moderately polluted,3,1,6,6
6001,2024-10-15,2.5,Lightly polluted,3,1,3,3
6001,2024-11-15,2.5,Lightly polluted,3,1,3,3
6001,2024-12-15,2.5,Lightly polluted,3,1,3,3
